NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
19/02/2024,"90,481.51","91,767.98","90,052.69","90,052.69",-100.00,0.00,"2,968,100.00"
16/02/2024,"89,195.04","90,138.45","89,023.52","90,138.45","1,100.00",0.01,"2,358,100.00"
15/02/2024,"90,224.22","90,481.51","89,023.52","89,195.04",-900.00,-0.01,"3,495,620.00"
07/02/2024,"89,795.40","90,052.69","89,109.28","89,966.92",800.00,0.01,"2,425,900.00"
06/02/2024,"88,851.99","90,052.69","88,251.64","89,280.81",600.00,0.01,"3,613,900.00"
05/02/2024,"87,479.76","89,280.81","87,393.99","88,766.22","1,500.00",0.01,"3,219,900.00"
02/02/2024,"85,935.99","87,651.28","85,850.23","87,479.76","2,100.00",0.02,"3,848,500.00"
01/02/2024,"82,248.12","85,678.70","82,076.59","85,678.70","4,200.00",0.04,"8,223,100.00"
31/01/2024,"81,990.83","82,333.89","81,905.06","82,076.59",100.00,0.00,"2,334,396.00"
30/01/2024,"82,248.12","82,248.12","81,819.30","81,990.83",-300.00,0.00,"1,276,438.00"
29/01/2024,"82,248.12","82,419.65","81,733.54","82,248.12",0.00,0.00,"2,876,500.00"
26/01/2024,"81,905.06","82,505.42","81,733.54","82,248.12",800.00,0.01,"1,470,430.00"
25/01/2024,"81,562.01","82,076.59","81,304.71","81,562.01",100.00,0.00,"1,502,000.00"
24/01/2024,"82,162.36","82,162.36","81,390.48","81,476.24",-600.00,-0.01,"2,664,800.00"
23/01/2024,"82,419.65","82,676.95","81,819.30","81,990.83",-800.00,-0.01,"4,161,710.00"
22/01/2024,"83,020.00","83,020.00","82,162.36","82,676.95",100.00,0.00,"1,221,800.00"
19/01/2024,"82,333.89","83,105.77","82,076.59","82,591.18",700.00,0.01,"2,139,400.00"
18/01/2024,"82,076.59","82,333.89","81,647.77","81,990.83",-100.00,0.00,"1,628,300.00"
17/01/2024,"81,990.83","82,333.89","81,476.24","82,076.59",0.00,0.00,"2,068,500.00"
16/01/2024,"81,218.95","82,076.59","81,218.95","82,076.59",300.00,0.00,"1,191,900.00"
15/01/2024,"81,476.24","82,248.12","81,390.48","81,819.30",700.00,0.01,"2,107,979.00"
12/01/2024,"81,304.71","81,990.83","80,704.36","81,218.95",-300.00,0.00,"2,737,500.00"
11/01/2024,"81,218.95","81,819.30","81,218.95","81,476.24",300.00,0.00,"1,572,400.00"
10/01/2024,"82,934.24","83,105.77","81,047.42","81,218.95","-1,900.00",-0.02,"3,810,000.00"
09/01/2024,"83,448.83","83,448.83","82,848.47","82,848.47",-700.00,-0.01,"1,815,000.00"
08/01/2024,"83,534.59","84,306.47","83,277.30","83,448.83",-100.00,0.00,"1,553,400.00"
05/01/2024,"83,448.83","83,620.35","82,762.71","83,534.59",200.00,0.00,"1,501,300.00"
04/01/2024,"82,591.18","84,392.23","82,505.42","83,363.06",900.00,0.01,"3,000,600.00"
03/01/2024,"81,990.83","82,762.71","81,819.30","82,591.18",400.00,0.00,"1,558,900.00"
02/01/2024,"83,105.77","83,105.77","82,076.59","82,248.12",-200.00,0.00,"2,217,777.00"
29/12/2023,"82,848.47","83,191.53","82,419.65","82,419.65",-500.00,-0.01,"2,439,525.00"
28/12/2023,"83,191.53","83,191.53","82,591.18","82,848.47",-300.00,0.00,"1,591,200.00"
27/12/2023,"83,534.59","83,877.65","83,105.77","83,105.77",-300.00,0.00,"2,291,700.00"
26/12/2023,"82,762.71","84,563.76","82,676.95","83,363.06","1,200.00",0.01,"4,289,901.00"
25/12/2023,"81,390.48","82,505.42","81,304.71","82,333.89","1,400.00",0.01,"2,739,800.00"
22/12/2023,"81,476.24","81,562.01","80,961.66","81,133.18",-500.00,-0.01,"1,721,300.00"
21/12/2023,"81,133.18","81,562.01","80,618.60","81,562.01",400.00,0.00,"1,982,242.00"
20/12/2023,"80,875.89","81,476.24","80,704.36","81,218.95",100.00,0.00,"5,016,500.00"
19/12/2023,"80,532.83","81,133.18","80,275.54","81,133.18",600.00,0.01,"2,161,323.00"
18/12/2023,"82,248.12","82,505.42","80,361.30","80,618.60","-2,200.00",-0.02,"6,559,900.00"
15/12/2023,"82,505.42","82,591.18","81,476.24","82,505.42",0.00,0.00,"2,389,401.00"
14/12/2023,"82,162.36","82,676.95","81,647.77","82,505.42","1,000.00",0.01,"6,126,836.00"
13/12/2023,"83,534.59","83,534.59","81,647.77","81,647.77","-1,600.00",-0.02,"4,693,469.00"
12/12/2023,"81,819.30","83,020.00","81,733.54","83,020.00","1,800.00",0.02,"5,303,088.00"
11/12/2023,"81,905.06","82,076.59","81,133.18","81,476.24",800.00,0.01,"1,821,800.00"
08/12/2023,"80,875.89","81,562.01","80,189.78","80,790.13",-100.00,0.00,"1,964,170.00"
07/12/2023,"81,562.01","81,733.54","79,589.42","80,875.89",-700.00,-0.01,"5,040,930.00"
06/12/2023,"81,476.24","81,819.30","80,704.36","81,476.24",200.00,0.00,"2,106,100.00"
05/12/2023,"80,447.07","82,162.36","80,361.30","81,304.71","1,200.00",0.01,"3,671,700.00"
04/12/2023,"79,417.90","80,618.60","79,417.90","80,275.54","1,200.00",0.01,"3,676,403.00"
01/12/2023,"79,074.84","79,675.19","78,302.96","79,246.37",500.00,0.01,"1,875,317.00"
30/11/2023,"78,388.72","80,361.30","78,302.96","78,817.54",200.00,0.00,"2,850,100.00"
29/11/2023,"78,560.25","78,903.31","78,131.43","78,646.02",600.00,0.01,"934,800.00"
28/11/2023,"77,874.14","78,817.54","77,102.25","78,131.43",400.00,0.00,"3,038,800.00"
27/11/2023,"78,388.72","78,388.72","77,273.78","77,788.37",-500.00,-0.01,"2,181,800.00"
24/11/2023,"77,874.14","78,903.31","77,359.55","78,217.19",400.00,0.00,"2,500,900.00"
23/11/2023,"80,018.25","80,361.30","77,874.14","77,874.14","-2,200.00",-0.02,"2,631,500.00"
22/11/2023,"78,817.54","79,846.72","78,817.54","79,760.95","1,100.00",0.01,"3,394,300.00"
21/11/2023,"78,903.31","78,903.31","77,788.37","78,817.54","1,200.00",0.01,"1,653,400.00"
20/11/2023,"77,273.78","79,417.90","76,416.14","77,788.37",-300.00,0.00,"2,214,600.00"
17/11/2023,"80,104.01","80,189.78","77,702.61","78,045.66","-2,000.00",-0.02,"3,851,300.00"
16/11/2023,"79,074.84","79,760.95","78,560.25","79,760.95",600.00,0.01,"2,456,401.00"
15/11/2023,"80,361.30","80,447.07","78,903.31","79,246.37",-200.00,0.00,"2,949,301.00"
14/11/2023,"78,903.31","80,104.01","78,302.96","79,417.90","1,200.00",0.01,"2,228,300.00"
13/11/2023,"78,560.25","78,903.31","77,616.84","78,388.72",-100.00,0.00,"2,009,500.00"
10/11/2023,"78,474.49","79,503.66","78,302.96","78,474.49","-1,000.00",-0.01,"2,952,801.00"
09/11/2023,"78,903.31","80,018.25","78,731.78","79,332.13",-100.00,0.00,"3,010,800.00"
08/11/2023,"75,644.26","79,417.90","75,472.73","79,417.90","4,300.00",0.05,"4,161,100.00"
07/11/2023,"75,901.55","76,158.85","75,386.97","75,730.02",-200.00,0.00,"1,340,200.00"
06/11/2023,"75,644.26","76,244.61","75,301.20","75,901.55","1,500.00",0.02,"1,996,075.00"
03/11/2023,"76,330.37","76,501.90","74,615.09","74,615.09","-2,000.00",-0.02,"5,449,105.00"
02/11/2023,"74,100.50","76,330.37","73,671.68","76,330.37","3,600.00",0.04,"3,739,300.00"
01/11/2023,"72,299.44","73,242.85","70,841.45","73,242.85","2,400.00",0.03,"5,052,501.00"
31/10/2023,"72,985.56","73,157.09","71,184.51","71,184.51","-2,000.00",-0.02,"3,087,200.00"
30/10/2023,"74,615.09","74,700.85","72,899.80","72,899.80","-2,000.00",-0.02,"1,987,300.00"
27/10/2023,"75,043.91","75,472.73","74,014.73","74,615.09",200.00,0.00,"2,474,800.00"
26/10/2023,"75,730.02","77,102.25","73,757.44","74,443.56","-4,100.00",-0.05,"6,098,925.00"
25/10/2023,"78,731.78","79,503.66","77,959.90","77,959.90","-1,100.00",-0.01,"2,570,700.00"
24/10/2023,"79,246.37","79,246.37","77,874.14","78,903.31","1,000.00",0.01,"2,700,704.00"
23/10/2023,"80,447.07","80,447.07","77,874.14","78,045.66","-1,900.00",-0.02,"3,049,502.00"
20/10/2023,"79,332.13","79,760.95","77,273.78","79,675.19",900.00,0.01,"3,868,475.00"
19/10/2023,"80,618.60","80,875.89","78,903.31","78,903.31","-1,000.00",-0.01,"6,001,577.00"
18/10/2023,"81,390.48","81,390.48","78,045.66","79,760.95",-100.00,0.00,"7,902,700.00"
17/10/2023,"83,877.65","83,877.65","79,846.72","79,846.72","-3,700.00",-0.04,"2,743,400.00"
16/10/2023,"83,020.00","84,821.06","82,591.18","83,020.00",700.00,0.01,"6,972,400.00"
13/10/2023,"82,333.89","82,591.18","81,733.54","82,419.65",-300.00,0.00,"2,970,000.00"
12/10/2023,"83,191.53","83,877.65","82,333.89","82,676.95",-600.00,-0.01,"2,199,300.00"
11/10/2023,"82,248.12","84,049.18","82,248.12","83,191.53",700.00,0.01,"2,921,800.00"
10/10/2023,"82,762.71","83,363.06","81,819.30","82,591.18",700.00,0.01,"5,808,100.00"
09/10/2023,"79,246.37","81,990.83","79,074.84","81,990.83","2,900.00",0.03,"4,974,000.00"
06/10/2023,"78,474.49","79,589.42","78,045.66","79,503.66","1,100.00",0.01,"1,339,600.00"
05/10/2023,"79,589.42","80,018.25","78,560.25","78,560.25",-900.00,-0.01,"1,479,100.00"
04/10/2023,"78,302.96","80,104.01","78,302.96","79,332.13",300.00,0.00,"2,708,201.00"
03/10/2023,"79,074.84","80,189.78","78,474.49","79,074.84","-1,000.00",-0.01,"2,848,600.00"
02/10/2023,"80,104.01","80,447.07","78,903.31","79,932.48",400.00,0.00,"1,588,140.00"
29/09/2023,"80,618.60","81,390.48","79,589.42","79,589.42","-1,200.00",-0.01,"3,432,000.00"
28/09/2023,"80,704.36","80,875.89","78,388.72","80,618.60",-300.00,0.00,"2,106,800.00"
27/09/2023,"80,532.83","80,875.89","77,531.08","80,875.89",800.00,0.01,"5,200,401.00"
26/09/2023,"80,790.13","81,905.06","79,846.72","80,189.78",-800.00,-0.01,"2,568,000.00"
25/09/2023,"83,191.53","83,706.12","80,875.89","80,875.89","-2,400.00",-0.02,"3,150,980.00"
22/09/2023,"81,562.01","83,191.53","79,417.90","82,934.24",-100.00,0.00,"7,808,600.00"
21/09/2023,"84,478.00","84,821.06","82,591.18","83,020.00","-1,700.00",-0.02,"4,477,900.00"
20/09/2023,"84,735.29","85,507.17","84,478.00","84,478.00",100.00,0.00,"2,663,500.00"
19/09/2023,"83,020.00","84,392.23","82,248.12","84,392.23","1,500.00",0.02,"4,395,800.00"
18/09/2023,"83,105.77","83,105.77","82,076.59","83,105.77",-600.00,-0.01,"2,649,500.00"
15/09/2023,"82,333.89","83,877.65","81,733.54","83,620.35","1,600.00",0.02,"2,803,000.00"
14/09/2023,"84,049.18","84,049.18","81,905.06","82,248.12","-2,100.00",-0.02,"3,184,700.00"
13/09/2023,"84,821.06","84,906.82","83,534.59","84,049.18",-900.00,-0.01,"4,776,120.00"
12/09/2023,"83,534.59","84,821.06","83,534.59","84,821.06","1,500.00",0.02,"4,011,513.00"
11/09/2023,"84,649.53","85,335.64","81,733.54","83,534.59",-200.00,0.00,"5,879,810.00"
08/09/2023,"83,620.35","84,478.00","83,191.53","83,706.12",-300.00,0.00,"2,635,599.00"
07/09/2023,"84,906.82","86,450.58","83,706.12","83,963.41","-1,100.00",-0.01,"3,641,101.00"
06/09/2023,"83,277.30","84,906.82","82,591.18","84,906.82","2,200.00",0.02,"2,736,401.00"
05/09/2023,"83,277.30","84,649.53","83,020.00","83,020.00",100.00,0.00,"1,993,601.00"
31/08/2023,"82,848.47","83,620.35","82,419.65","82,934.24",100.00,0.00,"1,643,700.00"
30/08/2023,"79,932.48","84,220.71","79,846.72","82,848.47","3,000.00",0.03,"3,211,100.00"
29/08/2023,"80,618.60","80,618.60","79,589.42","80,275.54",-400.00,0.00,"3,566,800.00"
28/08/2023,"78,903.31","80,875.89","78,045.66","80,618.60","3,400.00",0.04,"3,564,701.00"
25/08/2023,"76,759.20","78,045.66","76,416.14","77,702.61",600.00,0.01,"3,681,400.00"
24/08/2023,"73,328.62","77,273.78","72,985.56","77,188.02","4,500.00",0.05,"6,307,803.00"
23/08/2023,"73,243.85","73,582.94","71,802.70","73,328.62",0.00,0.00,"5,362,503.00"
22/08/2023,"73,159.07","73,328.62","70,361.56","73,328.62",600.00,0.01,"3,814,024.00"
21/08/2023,"72,819.98","73,498.16","72,480.89","72,819.98",400.00,0.00,"3,730,218.00"
18/08/2023,"72,565.66","74,515.44","71,463.61","72,480.89",-500.00,-0.01,"4,283,705.00"
17/08/2023,"72,057.02","73,922.03","72,057.02","72,904.75",900.00,0.01,"4,283,009.00"
16/08/2023,"70,531.11","72,226.57","70,531.11","72,141.80","1,100.00",0.01,"4,205,408.00"
15/08/2023,"70,022.47","71,463.61","69,089.97","71,209.29","1,400.00",0.02,"1,715,612.00"
14/08/2023,"69,598.61","70,531.11","69,513.83","70,022.47",600.00,0.01,"1,014,109.00"
11/08/2023,"69,513.83","70,361.56","69,089.97","69,513.83",-200.00,0.00,"1,283,362.00"
10/08/2023,"70,446.34","70,615.88","69,683.38","69,683.38",-900.00,-0.01,"1,393,330.00"
09/08/2023,"71,209.29","71,802.70","70,361.56","70,446.34","-1,100.00",-0.01,"1,472,034.00"
08/08/2023,"71,209.29","71,717.93","71,039.75","71,378.84",-300.00,0.00,"905,718.00"
07/08/2023,"70,870.20","71,633.16","70,615.88","71,633.16","1,200.00",0.01,"752,518.00"
04/08/2023,"71,209.29","71,633.16","70,615.88","70,615.88",-400.00,0.00,"2,507,826.00"
03/08/2023,"71,039.75","71,378.84","70,276.79","70,954.98",200.00,0.00,"1,007,918.00"
02/08/2023,"71,633.16","71,887.48","70,785.43","70,785.43","-1,000.00",-0.01,"1,716,535.00"
01/08/2023,"72,565.66","73,159.07","71,633.16","71,633.16","-1,100.00",-0.01,"1,437,315.00"
31/07/2023,"71,802.70","72,735.21","71,548.39","72,565.66","1,200.00",0.01,"1,512,327.00"
28/07/2023,"70,785.43","71,548.39","70,446.34","71,548.39",700.00,0.01,"898,421.00"
27/07/2023,"70,192.02","71,548.39","70,192.02","70,954.98","1,000.00",0.01,"1,779,013.00"
26/07/2023,"68,835.65","70,107.25","68,750.88","70,107.25","1,400.00",0.02,"1,392,252.00"
25/07/2023,"68,666.11","69,683.38","68,666.11","68,920.42",300.00,0.00,"1,472,214.00"
24/07/2023,"68,666.11","68,920.42","68,327.01","68,666.11",0.00,0.00,"6,189,824.00"
21/07/2023,"67,564.06","68,666.11","67,479.28","68,666.11",700.00,0.01,"1,373,625.00"
20/07/2023,"66,631.55","68,920.42","66,546.78","68,072.69","1,800.00",0.02,"2,334,307.00"
19/07/2023,"66,546.78","66,885.87","66,377.23","66,546.78",-200.00,0.00,"951,900.00"
18/07/2023,"66,970.65","66,970.65","66,207.69","66,716.33",-300.00,0.00,"1,677,400.00"
17/07/2023,"66,970.65","67,140.19","66,546.78","66,970.65",700.00,0.01,"1,247,301.00"
14/07/2023,"65,190.41","66,377.23","64,512.23","66,377.23","2,500.00",0.03,"2,822,800.00"
13/07/2023,"64,257.91","64,257.91","63,918.82","64,257.91",500.00,0.01,"1,354,889.00"
12/07/2023,"63,579.73","64,173.14","63,494.95","63,834.05",300.00,0.00,"1,084,900.00"
11/07/2023,"63,834.05","63,918.82","63,579.73","63,579.73",-300.00,0.00,"2,060,202.00"
10/07/2023,"63,834.05","64,342.68","63,494.95","63,834.05",0.00,0.00,"1,470,300.00"
07/07/2023,"62,901.54","64,003.59","62,901.54","63,834.05",700.00,0.01,"1,168,700.00"
06/07/2023,"63,410.18","63,749.27","62,732.00","63,240.64",-200.00,0.00,"1,801,900.00"
05/07/2023,"63,664.50","64,851.32","63,410.18","63,410.18",0.00,0.00,"2,510,220.00"
04/07/2023,"62,958.23","63,395.44","62,812.49","63,395.44",600.00,0.01,"1,328,101.00"
03/07/2023,"63,031.10","63,249.70","62,666.75","62,958.23",400.00,0.00,"1,444,151.00"
30/06/2023,"63,031.10","63,103.96","62,666.75","62,666.75",-500.00,-0.01,"1,193,500.00"
29/06/2023,"63,395.44","63,468.31","63,031.10","63,031.10",-500.00,-0.01,"1,277,100.00"
28/06/2023,"63,686.91","63,978.38","63,395.44","63,395.44",-300.00,0.00,"1,281,800.00"
27/06/2023,"62,666.75","63,614.04","62,666.75","63,614.04","1,500.00",0.02,"1,737,800.00"
26/06/2023,"62,010.94","62,521.02","61,646.60","62,521.02",700.00,0.01,"1,739,803.00"
23/06/2023,"62,375.28","62,375.28","61,792.33","62,010.94",-400.00,0.00,"1,556,800.00"
22/06/2023,"62,739.62","63,031.10","61,719.47","62,302.41",-300.00,0.00,"1,019,700.00"
21/06/2023,"62,302.41","62,958.23","62,229.54","62,521.02",300.00,0.00,"2,665,254.00"
20/06/2023,"61,938.07","62,521.02","61,719.47","62,302.41",800.00,0.01,"1,566,300.00"
19/06/2023,"61,719.47","62,302.41","61,573.73","61,719.47",200.00,0.00,"733,200.00"
16/06/2023,"61,282.26","62,812.49","60,772.18","61,573.73",400.00,0.00,"2,431,500.00"
15/06/2023,"61,355.12","61,500.86","60,917.91","61,282.26",-100.00,0.00,"818,600.00"
14/06/2023,"61,427.99","61,792.33","61,282.26","61,355.12",-200.00,0.00,"808,600.00"
13/06/2023,"61,500.86","61,865.20","61,427.99","61,500.86",-500.00,-0.01,"1,039,101.00"
12/06/2023,"61,573.73","61,865.20","60,917.91","61,865.20",300.00,0.00,"745,700.00"
09/06/2023,"61,427.99","61,719.47","60,990.78","61,646.60","1,000.00",0.01,"953,600.00"
08/06/2023,"61,719.47","61,865.20","60,845.05","60,917.91","-1,400.00",-0.02,"1,897,080.00"
07/06/2023,"61,938.07","62,229.54","61,427.99","61,938.07",-300.00,0.00,"1,281,946.00"
06/06/2023,"62,156.68","62,156.68","61,719.47","62,156.68",300.00,0.00,"514,000.00"
05/06/2023,"61,136.52","62,083.81","61,063.65","61,938.07","1,200.00",0.01,"1,725,300.00"
02/06/2023,"60,845.05","61,427.99","60,553.57","61,063.65",300.00,0.00,"735,900.00"
01/06/2023,"61,209.39","61,209.39","60,553.57","60,845.05",-600.00,-0.01,"1,127,300.00"
31/05/2023,"61,355.12","61,355.12","60,553.57","61,282.26",100.00,0.00,"839,400.00"
30/05/2023,"60,480.71","61,865.20","60,407.84","61,209.39",900.00,0.01,"5,462,000.00"
29/05/2023,"60,845.05","60,990.78","60,407.84","60,553.57",0.00,0.00,"879,600.00"
26/05/2023,"60,553.57","60,772.18","59,970.63","60,553.57",-100.00,0.00,"1,410,400.00"
25/05/2023,"59,169.08","60,772.18","59,023.34","60,626.44","1,900.00",0.02,"1,391,300.00"
24/05/2023,"59,752.02","59,824.89","59,096.21","59,241.94",-700.00,-0.01,"464,300.00"
23/05/2023,"60,116.36","60,116.36","59,314.81","59,752.02",-500.00,-0.01,"1,144,100.00"
22/05/2023,"60,334.97","60,334.97","59,752.02","60,116.36",-300.00,0.00,"599,000.00"
19/05/2023,"60,480.71","60,699.31","59,606.29","60,334.97",-100.00,0.00,"2,054,000.00"
18/05/2023,"59,606.29","60,480.71","59,314.81","60,407.84","1,400.00",0.02,"1,549,800.00"
17/05/2023,"59,679.15","60,262.10","59,096.21","59,387.68",0.00,0.00,"1,361,200.00"
16/05/2023,"59,023.34","59,533.42","58,877.60","59,387.68",500.00,0.01,"1,370,384.00"
15/05/2023,"59,314.81","59,606.29","58,877.60","59,023.34",500.00,0.01,"1,399,701.00"
12/05/2023,"57,784.58","58,731.87","57,420.24","58,659.00","1,400.00",0.02,"1,243,100.00"
11/05/2023,"57,638.84","58,003.18","57,565.97","57,638.84",100.00,0.00,"501,000.00"
10/05/2023,"57,565.97","58,003.18","57,565.97","57,565.97",100.00,0.00,"632,500.00"
09/05/2023,"57,274.50","58,148.92","57,274.50","57,493.10",400.00,0.01,"605,900.00"
08/05/2023,"57,201.63","57,493.10","57,128.76","57,201.63",100.00,0.00,"812,901.00"
05/05/2023,"57,274.50","57,274.50","56,983.03","57,128.76",-100.00,0.00,"319,200.00"
04/05/2023,"56,691.55","57,347.37","56,545.82","57,201.63","1,000.00",0.01,"2,423,868.00"
28/04/2023,"57,420.24","57,420.24","56,472.95","56,472.95",-800.00,-0.01,"956,002.00"
27/04/2023,"56,910.16","57,420.24","56,910.16","57,055.89",0.00,0.00,"221,000.00"
26/04/2023,"56,910.16","57,128.76","56,545.82","57,055.89",-100.00,0.00,"1,290,700.00"
25/04/2023,"57,638.84","57,784.58","57,055.89","57,128.76",-700.00,-0.01,"957,240.00"
24/04/2023,"57,930.31","58,731.87","57,565.97","57,638.84",-200.00,0.00,"794,500.00"
21/04/2023,"58,294.66","58,294.66","57,784.58","57,784.58",-100.00,0.00,"383,200.00"
20/04/2023,"58,148.92","58,148.92","57,711.71","57,857.45",100.00,0.00,"364,400.00"
19/04/2023,"58,148.92","58,148.92","57,784.58","57,784.58",-100.00,0.00,"419,800.00"
18/04/2023,"58,003.18","58,294.66","57,711.71","57,857.45",-200.00,0.00,"332,900.00"
17/04/2023,"58,003.18","58,076.05","57,565.97","58,003.18",0.00,0.00,"623,120.00"
14/04/2023,"58,221.79","58,367.52","57,784.58","58,003.18",0.00,0.00,"562,500.00"
13/04/2023,"58,513.26","58,586.13","57,784.58","58,003.18",-700.00,-0.01,"560,500.00"
12/04/2023,"58,513.26","58,659.00","58,221.79","58,513.26",0.00,0.00,"638,204.00"
11/04/2023,"58,440.39","58,659.00","58,367.52","58,513.26",0.00,0.00,"534,000.00"
10/04/2023,"59,023.34","59,023.34","58,367.52","58,513.26",-200.00,0.00,"769,800.00"
07/04/2023,"58,440.39","58,804.73","58,294.66","58,659.00",200.00,0.00,"4,318,378.00"
06/04/2023,"58,804.73","59,387.68","58,513.26","58,513.26",-300.00,0.00,"632,912.00"
05/04/2023,"58,659.00","58,731.87","58,076.05","58,731.87",100.00,0.00,"422,000.00"
04/04/2023,"58,950.47","59,023.34","58,294.66","58,659.00",-400.00,0.00,"584,600.00"
03/04/2023,"57,857.45","58,950.47","57,638.84","58,950.47","1,800.00",0.02,"1,190,200.00"
31/03/2023,"57,638.84","57,930.31","57,565.97","57,638.84",0.00,0.00,"1,713,600.00"
30/03/2023,"57,565.97","57,784.58","57,420.24","57,638.84",100.00,0.00,"968,200.00"
29/03/2023,"57,711.71","57,784.58","57,274.50","57,565.97",-200.00,0.00,"850,300.00"
28/03/2023,"57,711.71","57,711.71","56,472.95","57,711.71",100.00,0.00,"1,611,200.00"
27/03/2023,"57,493.10","57,711.71","57,201.63","57,638.84",500.00,0.01,"1,058,280.00"
24/03/2023,"57,055.89","57,420.24","56,837.29","57,274.50",600.00,0.01,"390,700.00"
23/03/2023,"57,128.76","57,201.63","56,545.82","56,837.29",-500.00,-0.01,"456,600.00"
22/03/2023,"56,983.03","57,274.50","56,545.82","57,201.63",400.00,0.01,"962,540.00"
21/03/2023,"57,274.50","57,347.37","56,181.47","56,910.16",500.00,0.01,"959,474.00"
20/03/2023,"57,638.84","57,784.58","56,545.82","56,545.82","-1,400.00",-0.02,"1,416,944.00"
17/03/2023,"58,003.18","58,294.66","57,274.50","57,565.97",-200.00,0.00,"429,400.00"
16/03/2023,"58,294.66","58,294.66","57,128.76","57,711.71","-1,300.00",-0.02,"1,202,200.00"
15/03/2023,"57,638.84","58,659.00","57,638.84","58,659.00","1,800.00",0.02,"1,280,200.00"
14/03/2023,"57,565.97","57,638.84","57,201.63","57,347.37",-200.00,0.00,"697,400.00"
13/03/2023,"56,910.16","57,857.45","56,910.16","57,493.10",-600.00,-0.01,"886,500.00"
10/03/2023,"58,440.39","58,586.13","57,565.97","57,930.31","-1,100.00",-0.01,"640,900.00"
09/03/2023,"57,930.31","58,804.73","57,711.71","58,731.87","1,100.00",0.01,"1,273,200.00"
08/03/2023,"57,201.63","57,930.31","57,201.63","57,930.31",700.00,0.01,"1,075,100.00"
07/03/2023,"57,638.84","58,221.79","57,420.24","57,420.24",600.00,0.01,"900,900.00"
06/03/2023,"56,910.16","58,148.92","56,910.16","56,983.03",-300.00,0.00,"845,200.00"
03/03/2023,"57,784.58","58,294.66","57,201.63","57,201.63","-1,500.00",-0.02,"740,800.00"
02/03/2023,"58,294.66","58,659.00","58,148.92","58,294.66",-500.00,-0.01,"1,697,083.00"
01/03/2023,"57,930.31","58,659.00","57,347.37","58,659.00",0.00,0.00,"1,487,800.00"
28/02/2023,"58,294.66","58,804.73","57,930.31","58,659.00",200.00,0.00,"962,900.00"
27/02/2023,"58,294.66","58,659.00","58,221.79","58,513.26",-500.00,-0.01,"1,085,400.00"
24/02/2023,"59,096.21","59,241.94","58,586.13","58,877.60",-600.00,-0.01,"870,900.00"
23/02/2023,"59,533.42","59,533.42","58,731.87","59,314.81",-400.00,0.00,"10,509,860.00"
22/02/2023,"59,970.63","60,116.36","59,606.29","59,606.29","-1,000.00",-0.01,"1,047,200.00"
21/02/2023,"60,334.97","60,990.78","60,189.23","60,334.97",0.00,0.00,"840,000.00"
20/02/2023,"59,460.55","60,480.71","59,314.81","60,334.97","1,200.00",0.01,"1,729,900.00"
17/02/2023,"59,169.08","59,460.55","59,023.34","59,460.55",0.00,0.00,"547,600.00"
16/02/2023,"59,460.55","59,752.02","58,804.73","59,460.55",0.00,0.00,"424,200.00"
15/02/2023,"58,659.00","59,679.15","58,513.26","59,460.55",800.00,0.01,"5,050,600.00"
14/02/2023,"58,804.73","59,023.34","58,440.39","58,877.60",100.00,0.00,"785,777.00"
13/02/2023,"58,804.73","59,169.08","58,294.66","58,804.73",0.00,0.00,"2,110,700.00"
10/02/2023,"59,096.21","59,169.08","58,659.00","58,804.73",0.00,0.00,"2,671,824.00"
09/02/2023,"59,023.34","59,460.55","58,804.73","58,804.73",-500.00,-0.01,"3,490,500.00"
08/02/2023,"58,877.60","59,533.42","58,731.87","59,169.08",500.00,0.01,"891,600.00"
07/02/2023,"58,659.00","59,679.15","58,659.00","58,804.73",200.00,0.00,"814,700.00"
06/02/2023,"58,294.66","59,460.55","58,076.05","58,659.00",400.00,0.00,"1,015,724.00"
03/02/2023,"59,752.02","59,752.02","58,367.52","58,367.52","-1,800.00",-0.02,"1,980,900.00"
02/02/2023,"59,824.89","60,043.50","59,241.94","59,679.15",-100.00,0.00,"2,256,000.00"
01/02/2023,"61,209.39","61,209.39","59,606.29","59,752.02","-1,500.00",-0.02,"1,068,300.00"
31/01/2023,"60,845.05","60,990.78","59,533.42","60,845.05",-200.00,0.00,"1,724,400.00"
30/01/2023,"61,355.12","61,500.86","60,990.78","60,990.78",-300.00,0.00,"914,900.00"
27/01/2023,"61,282.26","62,302.41","61,209.39","61,209.39",100.00,0.00,"1,181,700.00"
19/01/2023,"60,480.71","61,355.12","60,407.84","61,136.52",500.00,0.01,"1,521,136.00"
18/01/2023,"59,824.89","60,772.18","59,606.29","60,772.18","1,400.00",0.02,"1,106,900.00"
17/01/2023,"59,169.08","59,752.02","59,023.34","59,752.02","1,200.00",0.01,"1,082,800.00"
16/01/2023,"58,367.52","59,023.34","58,076.05","58,877.60",800.00,0.01,"574,500.00"
13/01/2023,"58,659.00","59,169.08","58,294.66","58,294.66",-700.00,-0.01,"999,000.00"
12/01/2023,"59,023.34","59,387.68","58,440.39","58,804.73",-200.00,0.00,"572,500.00"
11/01/2023,"58,586.13","59,460.55","58,586.13","58,950.47",500.00,0.01,"1,076,900.00"
